25210.0, {'247379907': 622.0, '252017285': 9.0, '256201389': 0, '26110729': 192.0, '280120513': 0, '32319828': 0, '62426694': 34.0, 'cluster_1098574052_1098574061_247379905': 353.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25730.0, {'247379907': -181.0, '252017285': 12.0, '256201389': 0, '26110729': 29.0, '280120513': 0, '32319828': 0, '62426694': -107.0, 'cluster_1098574052_1098574061_247379905': 23.0}, {'247379907': 10, '252017285': 5, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 19, '252017285': 5, '256201389': 0, '26110729': 8, '280120513': 0, '32319828': 0, '62426694': 11, 'cluster_1098574052_1098574061_247379905': 1}, 
25740.0, {'247379907': 230.0, '252017285': 71.0, '256201389': 0, '26110729': -56.0, '280120513': 0, '32319828': 0, '62426694': 145.0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 13, '252017285': 0, '256201389': 0, '26110729': 7, '280120513': 0, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 1}, 
25750.0, {'247379907': -130.0, '252017285': 0, '256201389': 0, '26110729': 124.0, '280120513': -16.0, '32319828': 0, '62426694': -80.0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 2, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 13, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 3, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 1}, 
25760.0, {'247379907': -149.0, '252017285': -8.0, '256201389': 0, '26110729': 18.0, '280120513': -39.0, '32319828': 0, '62426694': -92.0, 'cluster_1098574052_1098574061_247379905': 21.0}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 2, '280120513': 2, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 17, '252017285': 2, '256201389': 0, '26110729': 2, '280120513': 4, '32319828': 0, '62426694': 11, 'cluster_1098574052_1098574061_247379905': 0}, 
25770.0, {'247379907': -174.0, '252017285': -24.0, '256201389': 0, '26110729': -27.0, '280120513': -40.0, '32319828': 0, '62426694': -110.0, 'cluster_1098574052_1098574061_247379905': -2.0}, {'247379907': 9, '252017285': 3, '256201389': 0, '26110729': 2, '280120513': 2, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 18, '252017285': 3, '256201389': 0, '26110729': 3, '280120513': 4, '32319828': 0, '62426694': 11, 'cluster_1098574052_1098574061_247379905': 1}, 
25780.0, {'247379907': -206.0, '252017285': 32.0, '256201389': 0, '26110729': -65.0, '280120513': -40.0, '32319828': 0, '62426694': -53.0, 'cluster_1098574052_1098574061_247379905': -23.0}, {'247379907': 11, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 2, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 22, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 4, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 4}, 
25790.0, {'247379907': -237.0, '252017285': 0, '256201389': 0, '26110729': -97.0, '280120513': -42.0, '32319828': 0, '62426694': 188.0, 'cluster_1098574052_1098574061_247379905': -40.0}, {'247379907': 13, '252017285': 0, '256201389': 0, '26110729': 8, '280120513': 3, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 25, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 5, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 4}, 
25800.0, {'247379907': -264.0, '252017285': -3.0, '256201389': 0, '26110729': -24.0, '280120513': -50.0, '32319828': 0, '62426694': 360.0, 'cluster_1098574052_1098574061_247379905': -40.0}, {'247379907': 15, '252017285': 1, '256201389': 0, '26110729': 6, '280120513': 3, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 28, '252017285': 1, '256201389': 0, '26110729': 9, '280120513': 5, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 4}, 
25810.0, {'247379907': 446.0, '252017285': -1.0, '256201389': 0, '26110729': 59.0, '280120513': -76.0, '32319828': 0, '62426694': -25.0, 'cluster_1098574052_1098574061_247379905': -56.0}, {'247379907': 12, '252017285': 1, '256201389': 0, '26110729': 3, '280120513': 6, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 23, '252017285': 1, '256201389': 0, '26110729': 4, '280120513': 10, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 6}, 
25820.0, {'247379907': -239.0, '252017285': -10.0, '256201389': 0, '26110729': 163.0, '280120513': 267.0, '32319828': 0, '62426694': 92.0, 'cluster_1098574052_1098574061_247379905': -41.0}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 0, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 25, '252017285': 1, '256201389': 0, '26110729': 0, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 5}, 
25830.0, {'247379907': -250.0, '252017285': 14.0, '256201389': 0, '26110729': -26.0, '280120513': 29.0, '32319828': 0, '62426694': -25.0, 'cluster_1098574052_1098574061_247379905': 124.0}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 25, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 1, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 2}, 
25840.0, {'247379907': -280.0, '252017285': 0, '256201389': 0, '26110729': -63.0, '280120513': 7.0, '32319828': 0, '62426694': -6.0, 'cluster_1098574052_1098574061_247379905': -25.0}, {'247379907': 15, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 30, '252017285': 0, '256201389': 0, '26110729': 7, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 3}, 
25850.0, {'247379907': -318.0, '252017285': -9.0, '256201389': 0, '26110729': -57.0, '280120513': 0, '32319828': 0, '62426694': 30.0, 'cluster_1098574052_1098574061_247379905': -30.0}, {'247379907': 17, '252017285': 2, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 33, '252017285': 2, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
25860.0, {'247379907': 523.0, '252017285': -36.0, '256201389': 0, '26110729': -23.0, '280120513': -6.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 133.0}, {'247379907': 15, '252017285': 6, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 29, '252017285': 6, '256201389': 0, '26110729': 5, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, 
25870.0, {'247379907': -302.0, '252017285': -70.0, '256201389': 0, '26110729': -86.0, '280120513': -19.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -8.0}, {'247379907': 16, '252017285': 8, '256201389': 0, '26110729': 5, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 32, '252017285': 8, '256201389': 0, '26110729': 11, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
25880.0, {'247379907': -320.0, '252017285': -110.0, '256201389': 0, '26110729': -147.0, '280120513': -20.0, '32319828': 0, '62426694': 40.0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 16, '252017285': 10, '256201389': 0, '26110729': 8, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 32, '252017285': 12, '256201389': 0, '26110729': 21, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
25890.0, {'247379907': 508.0, '252017285': 5.0, '256201389': 0, '26110729': -128.0, '280120513': -20.0, '32319828': -2.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -15.0}, {'247379907': 14, '252017285': 8, '256201389': 0, '26110729': 9, '280120513': 2, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 27, '252017285': 8, '256201389': 0, '26110729': 20, '280120513': 2, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, 
25900.0, {'247379907': -309.0, '252017285': 131.0, '256201389': 0, '26110729': -200.0, '280120513': -20.0, '32319828': 2.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -18.0}, {'247379907': 16, '252017285': 3, '256201389': 0, '26110729': 9, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 33, '252017285': 4, '256201389': 0, '26110729': 20, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, 
25910.0, {'247379907': -343.0, '252017285': 76.0, '256201389': 0, '26110729': -109.0, '280120513': -20.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -20.0}, {'247379907': 16, '252017285': 1, '256201389': 0, '26110729': 9, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 35, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, 
25920.0, {'247379907': -319.0, '252017285': 13.0, '256201389': 0, '26110729': -32.0, '280120513': -20.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 71.0}, {'247379907': 19, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 37, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25930.0, {'247379907': -392.0, '252017285': 0, '256201389': 0, '26110729': -160.0, '280120513': -27.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -14.0}, {'247379907': 20, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 40, '252017285': 0, '256201389': 0, '26110729': 22, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, 
25940.0, {'247379907': -417.0, '252017285': 0, '256201389': 0, '26110729': -176.0, '280120513': 152.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -51.0}, {'247379907': 21, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 44, '252017285': 0, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
25950.0, {'247379907': -449.0, '252017285': 0, '256201389': 0, '26110729': -245.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -80.0}, {'247379907': 22, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 45, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
25960.0, {'247379907': 682.0, '252017285': 0, '256201389': 0, '26110729': 468.0, '280120513': 0, '32319828': 0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': 14.0}, {'247379907': 22, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 43, '252017285': 0, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 6}, 
25970.0, {'247379907': -402.0, '252017285': 0, '256201389': 0, '26110729': -177.0, '280120513': 0, '32319828': 0, '62426694': -4.0, 'cluster_1098574052_1098574061_247379905': 110.0}, {'247379907': 22, '252017285': 0, '256201389': 0, '26110729': 14, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 43, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
25980.0, {'247379907': -441.0, '252017285': 0, '256201389': 0, '26110729': -166.0, '280120513': 0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -15.0}, {'247379907': 22, '252017285': 0, '256201389': 0, '26110729': 14, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 45, '252017285': 0, '256201389': 0, '26110729': 36, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
25990.0, {'247379907': 706.0, '252017285': -7.0, '256201389': 0, '26110729': 323.0, '280120513': -14.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -20.0}, {'247379907': 19, '252017285': 1, '256201389': 0, '26110729': 14, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 37, '252017285': 1, '256201389': 0, '26110729': 29, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
26000.0, {'247379907': 1402.0, '252017285': 7.0, '256201389': 0, '26110729': -166.0, '280120513': -18.0, '32319828': -2.0, '62426694': 33.0, 'cluster_1098574052_1098574061_247379905': -20.0}, {'247379907': 16, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 2, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 31, '252017285': 0, '256201389': 0, '26110729': 28, '280120513': 2, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, 
26010.0, {'247379907': -153.0, '252017285': -28.0, '256201389': 0, '26110729': 304.0, '280120513': -22.0, '32319828': -22.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 76.0}, {'247379907': 16, '252017285': 4, '256201389': 0, '26110729': 11, '280120513': 3, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 31, '252017285': 4, '256201389': 0, '26110729': 27, '280120513': 3, '32319828': 3, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26020.0, {'247379907': 528.0, '252017285': 15.0, '256201389': 0, '26110729': -102.0, '280120513': -40.0, '32319828': 24.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -6.0}, {'247379907': 12, '252017285': 1, '256201389': 0, '26110729': 8, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 25, '252017285': 1, '256201389': 0, '26110729': 25, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, 
26030.0, {'247379907': -284.0, '252017285': -19.0, '256201389': 0, '26110729': -274.0, '280120513': 74.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -5.0}, {'247379907': 13, '252017285': 3, '256201389': 0, '26110729': 12, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 31, '252017285': 3, '256201389': 0, '26110729': 33, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
26040.0, {'247379907': -350.0, '252017285': 31.0, '256201389': 0, '26110729': -416.0, '280120513': -10.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1.0}, {'247379907': 13, '252017285': 1, '256201389': 0, '26110729': 18, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 36, '252017285': 1, '256201389': 0, '26110729': 50, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
26050.0, {'247379907': -426.0, '252017285': -10.0, '256201389': 0, '26110729': -178.0, '280120513': 30.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0.0}, {'247379907': 17, '252017285': 1, '256201389': 0, '26110729': 18, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 51, '252017285': 1, '256201389': 0, '26110729': 51, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, 
26060.0, {'247379907': 359.0, '252017285': 11.0, '256201389': 0, '26110729': 65.0, '280120513': 0, '32319828': 0, '62426694': -6.0, 'cluster_1098574052_1098574061_247379905': -33.0}, {'247379907': 16, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 49, '252017285': 0, '256201389': 0, '26110729': 50, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 4}, 
26070.0, {'247379907': -414.0, '252017285': -7.0, '256201389': 0, '26110729': -553.0, '280120513': 0, '32319828': -7.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 43.0}, {'247379907': 18, '252017285': 1, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 51, '252017285': 1, '256201389': 0, '26110729': 62, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, 
26080.0, {'247379907': -230.0, '252017285': 4.0, '256201389': 0, '26110729': -295.0, '280120513': 0, '32319828': 7.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -7.0}, {'247379907': 18, '252017285': 1, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 46, '252017285': 1, '256201389': 0, '26110729': 60, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
26090.0, {'247379907': -159.0, '252017285': -10.0, '256201389': 0, '26110729': -323.0, '280120513': 0, '32319828': 0, '62426694': 26.0, 'cluster_1098574052_1098574061_247379905': 7.0}, {'247379907': 18, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 40, '252017285': 1, '256201389': 0, '26110729': 60, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26100.0, {'247379907': -402.0, '252017285': -10.0, '256201389': 0, '26110729': -663.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 18, '252017285': 1, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 42, '252017285': 1, '256201389': 0, '26110729': 71, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, 
