25210.0, {'247379907': 0, '252017285': 17.0, '256201389': 0, '26110729': 1162.0, '280120513': 0, '32319828': 6.0, '62426694': 31.0, 'cluster_1098574052_1098574061_247379905': 8.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25730.0, {'247379907': -67.0, '252017285': -27.0, '256201389': 0, '26110729': -17.0, '280120513': 0, '32319828': 0, '62426694': 97.0, 'cluster_1098574052_1098574061_247379905': -70.0}, {'247379907': 5, '252017285': 5, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 9, '252017285': 5, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 7}, 
25740.0, {'247379907': 114.0, '252017285': -67.0, '256201389': 0, '26110729': 17.0, '280120513': 0, '32319828': 0, '62426694': 251.0, 'cluster_1098574052_1098574061_247379905': -76.0}, {'247379907': 2, '252017285': 7, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 3, '252017285': 7, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 8}, 
25750.0, {'247379907': 54.0, '252017285': 48.0, '256201389': 0, '26110729': -13.0, '280120513': -3.0, '32319828': 0, '62426694': 81.0, 'cluster_1098574052_1098574061_247379905': -80.0}, {'247379907': 0, '252017285': 4, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 0, '252017285': 4, '256201389': 0, '26110729': 2, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
25760.0, {'247379907': -8.0, '252017285': -41.0, '256201389': 0, '26110729': 10.0, '280120513': -22.0, '32319828': 0, '62426694': -19.0, 'cluster_1098574052_1098574061_247379905': 295.0}, {'247379907': 2, '252017285': 5, '256201389': 0, '26110729': 1, '280120513': 3, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 2, '252017285': 5, '256201389': 0, '26110729': 1, '280120513': 3, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 5}, 
25770.0, {'247379907': -18.0, '252017285': 65.0, '256201389': 0, '26110729': -10.0, '280120513': -39.0, '32319828': -6.0, '62426694': -72.0, 'cluster_1098574052_1098574061_247379905': -50.0}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 1, '280120513': 4, '32319828': 1, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 3, '252017285': 4, '256201389': 0, '26110729': 1, '280120513': 4, '32319828': 1, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 5}, 
25780.0, {'247379907': 0.0, '252017285': -19.0, '256201389': 0, '26110729': 13.0, '280120513': -40.0, '32319828': 6.0, '62426694': -90.0, 'cluster_1098574052_1098574061_247379905': -58.0}, {'247379907': 2, '252017285': 4, '256201389': 0, '26110729': 0, '280120513': 4, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 2, '252017285': 4, '256201389': 0, '26110729': 0, '280120513': 4, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 6}, 
25790.0, {'247379907': -37.0, '252017285': 63.0, '256201389': 0, '26110729': -28.0, '280120513': 75.0, '32319828': 0, '62426694': -90.0, 'cluster_1098574052_1098574061_247379905': -60.0}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 6, '280120513': 1, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 5, '252017285': 1, '256201389': 0, '26110729': 6, '280120513': 1, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 6}, 
25800.0, {'247379907': -57.0, '252017285': 12.0, '256201389': 0, '26110729': -25.0, '280120513': -19.0, '32319828': 0, '62426694': 40.0, 'cluster_1098574052_1098574061_247379905': -60.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 8, '280120513': 2, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 6}, 
25810.0, {'247379907': -87.0, '252017285': 0, '256201389': 0, '26110729': -15.0, '280120513': 48.0, '32319828': 0, '62426694': 172.0, 'cluster_1098574052_1098574061_247379905': -60.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 9, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 6}, 
25820.0, {'247379907': 42.0, '252017285': -10.0, '256201389': 0, '26110729': 68.0, '280120513': 0, '32319828': 0, '62426694': 59.0, 'cluster_1098574052_1098574061_247379905': -60.0}, {'247379907': 5, '252017285': 1, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 9, '252017285': 1, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
25830.0, {'247379907': -105.0, '252017285': -10.0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': 339.0}, {'247379907': 6, '252017285': 1, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 12, '252017285': 1, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 4}, 
25840.0, {'247379907': -129.0, '252017285': 20.0, '256201389': 0, '26110729': -8.0, '280120513': -2.0, '32319828': 0, '62426694': -22.0, 'cluster_1098574052_1098574061_247379905': -40.0}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 4}, 
25850.0, {'247379907': -141.0, '252017285': 0, '256201389': 0, '26110729': -3.0, '280120513': -10.0, '32319828': 0, '62426694': 33.0, 'cluster_1098574052_1098574061_247379905': -40.0}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 16, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
25860.0, {'247379907': -180.0, '252017285': -4.0, '256201389': 0, '26110729': -4.0, '280120513': -10.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -54.0}, {'247379907': 9, '252017285': 1, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 19, '252017285': 1, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
25870.0, {'247379907': 256.0, '252017285': -1.0, '256201389': 0, '26110729': -27.0, '280120513': -38.0, '32319828': -3.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -44.0}, {'247379907': 8, '252017285': 1, '256201389': 0, '26110729': 4, '280120513': 5, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 15, '252017285': 1, '256201389': 0, '26110729': 5, '280120513': 5, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, 
25880.0, {'247379907': -150.0, '252017285': -28.0, '256201389': 0, '26110729': 20.0, '280120513': -50.0, '32319828': 3.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -50.0}, {'247379907': 8, '252017285': 4, '256201389': 0, '26110729': 4, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 15, '252017285': 4, '256201389': 0, '26110729': 4, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, 
25890.0, {'247379907': -159.0, '252017285': -47.0, '256201389': 0, '26110729': -67.0, '280120513': -50.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -50.0}, {'247379907': 9, '252017285': 5, '256201389': 0, '26110729': 7, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 18, '252017285': 5, '256201389': 0, '26110729': 11, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, 
25900.0, {'247379907': 290.0, '252017285': 37.0, '256201389': 0, '26110729': -94.0, '280120513': 91.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -67.0}, {'247379907': 8, '252017285': 2, '256201389': 0, '26110729': 9, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 16, '252017285': 3, '256201389': 0, '26110729': 15, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, 
25910.0, {'247379907': -85.0, '252017285': 21.0, '256201389': 0, '26110729': -13.0, '280120513': 69.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 443.0}, {'247379907': 8, '252017285': 2, '256201389': 0, '26110729': 9, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 15, '252017285': 2, '256201389': 0, '26110729': 9, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 4}, 
25920.0, {'247379907': -162.0, '252017285': 22.0, '256201389': 0, '26110729': -101.0, '280120513': 0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -40.0}, {'247379907': 9, '252017285': 0, '256201389': 0, '26110729': 12, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 18, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 4}, 
25930.0, {'247379907': -202.0, '252017285': 0, '256201389': 0, '26110729': -159.0, '280120513': 0, '32319828': 0, '62426694': 20.0, 'cluster_1098574052_1098574061_247379905': -40.0}, {'247379907': 11, '252017285': 0, '256201389': 0, '26110729': 16, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 21, '252017285': 0, '256201389': 0, '26110729': 17, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
25940.0, {'247379907': -221.0, '252017285': 0, '256201389': 0, '26110729': -64.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -40.0}, {'247379907': 12, '252017285': 0, '256201389': 0, '26110729': 18, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 23, '252017285': 0, '256201389': 0, '26110729': 18, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
25950.0, {'247379907': -249.0, '252017285': 0, '256201389': 0, '26110729': -194.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 243.0}, {'247379907': 13, '252017285': 0, '256201389': 0, '26110729': 20, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 26, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
25960.0, {'247379907': -264.0, '252017285': 0, '256201389': 0, '26110729': 44.0, '280120513': -1.0, '32319828': 0, '62426694': -7.0, 'cluster_1098574052_1098574061_247379905': -18.0}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 18, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 28, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 3}, 
25970.0, {'247379907': -292.0, '252017285': 0, '256201389': 0, '26110729': 102.0, '280120513': -29.0, '32319828': 0, '62426694': 7.0, 'cluster_1098574052_1098574061_247379905': 75.0}, {'247379907': 16, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 31, '252017285': 0, '256201389': 0, '26110729': 17, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25980.0, {'247379907': 456.0, '252017285': 0, '256201389': 0, '26110729': -51.0, '280120513': -46.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 27, '252017285': 0, '256201389': 0, '26110729': 16, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25990.0, {'247379907': -274.0, '252017285': 0, '256201389': 0, '26110729': -160.0, '280120513': -65.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 28, '252017285': 0, '256201389': 0, '26110729': 16, '280120513': 7, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26000.0, {'247379907': -284.0, '252017285': -4.0, '256201389': 0, '26110729': 70.0, '280120513': 106.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 9, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 29, '252017285': 1, '256201389': 0, '26110729': 17, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26010.0, {'247379907': 475.0, '252017285': 4.0, '256201389': 0, '26110729': 76.0, '280120513': 35.0, '32319828': -4.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 28, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26020.0, {'247379907': 822.0, '252017285': 0, '256201389': 0, '26110729': -150.0, '280120513': 0, '32319828': 4.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 10, '252017285': 0, '256201389': 0, '26110729': 17, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 24, '252017285': 0, '256201389': 0, '26110729': 18, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, 
26030.0, {'247379907': -204.0, '252017285': 0, '256201389': 0, '26110729': 113.0, '280120513': 0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -8.0}, {'247379907': 10, '252017285': 0, '256201389': 0, '26110729': 18, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 28, '252017285': 0, '256201389': 0, '26110729': 22, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
26040.0, {'247379907': 291.0, '252017285': -4.0, '256201389': 0, '26110729': 196.0, '280120513': 0, '32319828': 0, '62426694': 20.0, 'cluster_1098574052_1098574061_247379905': -20.0}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 17, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 21, '252017285': 1, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, 
26050.0, {'247379907': -146.0, '252017285': 4.0, '256201389': 0, '26110729': -245.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 28.0}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 22, '252017285': 0, '256201389': 0, '26110729': 39, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26060.0, {'247379907': 261.0, '252017285': 0, '256201389': 0, '26110729': -297.0, '280120513': 0, '32319828': 0, '62426694': -4.0, 'cluster_1098574052_1098574061_247379905': -18.0}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 21, '252017285': 0, '256201389': 0, '26110729': 46, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
26070.0, {'247379907': 292.0, '252017285': -7.0, '256201389': 0, '26110729': -168.0, '280120513': 0, '32319828': -1.0, '62426694': 4.0, 'cluster_1098574052_1098574061_247379905': -41.0}, {'247379907': 8, '252017285': 1, '256201389': 0, '26110729': 19, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 10, '252017285': 1, '256201389': 0, '26110729': 40, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, 
26080.0, {'247379907': -111.0, '252017285': 1.0, '256201389': 0, '26110729': -439.0, '280120513': 0, '32319828': 1.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 29.0}, {'247379907': 8, '252017285': 2, '256201389': 0, '26110729': 19, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 13, '252017285': 2, '256201389': 0, '26110729': 49, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
26090.0, {'247379907': -148.0, '252017285': -29.0, '256201389': 0, '26110729': -517.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 27.0}, {'247379907': 9, '252017285': 3, '256201389': 0, '26110729': 20, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 16, '252017285': 3, '256201389': 0, '26110729': 57, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
26100.0, {'247379907': -1.0, '252017285': -30.0, '256201389': 0, '26110729': -618.0, '280120513': 0, '32319828': 0, '62426694': -2.0, 'cluster_1098574052_1098574061_247379905': -29.0}, {'247379907': 11, '252017285': 3, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 12, '252017285': 3, '256201389': 0, '26110729': 70, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
26110.0, {'247379907': -120.0, '252017285': 62.0, '256201389': 0, '26110729': -394.0, '280120513': 0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -39.0}, {'247379907': 11, '252017285': 1, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 12, '252017285': 1, '256201389': 0, '26110729': 75, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 5}, 
